text,polarity,subjectivity,Date,retweet count
"26th Feb IAF bombs JeM training camp. 
27th Feb Ambulances at JeM camp, personally supervided by Masood Azar 
02nd... https://t.co/sV3Q4ODeWX",0.0,0.3,2019-03-02 16:30:19,4
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 16:20:49,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 16:16:15,91
The only one who praised Barkha for her journalism is dead now. Ab kaun compliments dega? #MasoodAzharDEAD,-0.1,0.7,2019-03-02 16:15:57,44
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 16:15:40,91
Plz ask #Pakistan if #MasoodAzharDead ? #Surgicalstrike2 @GitaSKapoor @AmiSri @AMIT_GUJJU @mvmeet @kanimozhi... https://t.co/JtqaZGgrKx,0.0,0.0,2019-03-02 16:12:42,1
RT @india131979: Is it True Masood Azhar Died in Indian Air strike in Balakot? And Pakistan is using illness to hide its face In Pakistan a...,0.35,0.65,2019-03-02 16:12:41,3
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 16:10:58,91
"RT @pandeyunlimited: Please retweet, if you think Masood Azhar is actually dead (about to die) in #Surgicalstrike2  and Pakistan is trying...",-0.2,0.4,2019-03-02 16:08:43,15
Is it True Masood Azhar Died in Indian Air strike in Balakot? And Pakistan is using illness to hide its face In Pak... https://t.co/BmJKWaaLcO,0.35,0.65,2019-03-02 16:06:02,3
"Press release from #Jannat #MasoodAzhar enjoying with hoors.

#MasoodAzharDEAD https://t.co/ONtP08nTrj",0.5,0.6,2019-03-02 16:05:02,97
RT @adarsh100194: Pakistan is making plot to declare #MasoodAzharDead. They also make a fake YT Channel 1 hour ago and started posting old...,-0.2,0.6,2019-03-02 16:04:19,12
@communalsandeep @ThinkersPad @RatanSharda55 @squintneon @saket71 @mamtan14 @alok_bhatt @SureshNakhua @surnell... https://t.co/OhqMDfCHFt,0.0,0.0,2019-03-02 16:02:50,1
"RT @pandeyunlimited: Please retweet, if you think Masood Azhar is actually dead (about to die) in #Surgicalstrike2  and Pakistan is trying...",-0.2,0.4,2019-03-02 15:59:01,15
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 15:56:18,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 15:53:46,91
@adarsh100194 @oumbharti @squintneon @TajinderBagga @KapilMishra_IND It appears Masood Azhar is killed in Indian St... https://t.co/njCkJKdsoN,-0.2,0.0,2019-03-02 15:51:11,5
@communalsandeep @ThinkersPad @RatanSharda55 @squintneon @saket71 @mamtan14 Let #Pakistan produce him alive to coun... https://t.co/fNrAIQCHHh,0.1,0.4,2019-03-02 15:50:26,1
"Please retweet, if you think Masood Azhar is actually dead (about to die) in #Surgicalstrike2  and Pakistan is tryi... https://t.co/4udwSjKxlW",-0.2,0.4,2019-03-02 15:47:42,15
RT @adarsh100194: Pakistan is making plot to declare #MasoodAzharDead. They also make a fake YT Channel 1 hour ago and started posting old...,-0.2,0.6,2019-03-02 15:47:14,12
RT @shanaishara: @fatherofyousaf @murtazasolangi Sir #MasoodAzharDEAD . This one is a camouflage. How could a foreign minister's tongue sli...,-0.125,0.125,2019-03-02 15:47:08,2
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 15:43:50,91
RT @adarsh100194: Pakistan is making plot to declare #MasoodAzharDead. They also make a fake YT Channel 1 hour ago and started posting old...,-0.2,0.6,2019-03-02 15:43:40,12
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 15:42:27,91
@fatherofyousaf @murtazasolangi Sir #MasoodAzharDEAD . This one is a camouflage. How could a foreign minister's ton... https://t.co/WA9D11Ty1s,-0.125,0.125,2019-03-02 15:40:05,2
Pakistan is making plot to declare #MasoodAzharDead. They also make a fake YT Channel 1 hour ago and started postin... https://t.co/u422KR7uJU,-0.5,1.0,2019-03-02 15:35:02,12
RT @guest31012198: Can crow eater @HamidMirPAK or isis poop swimmer @BDUTT @MoeedNj confirm or take interview of #MasoodAzharDEAD ? @Klasra...,0.0,0.0,2019-03-02 15:32:23,14
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 15:30:33,91
"RT @league_of_india: Did Masood Azhar die in the #IAF strike on #Balakot?

Is the #Pakistan establishment working towards the 'Soft Landing...",0.1,0.35,2019-03-02 15:28:34,19
"RT @league_of_india: Did Masood Azhar die in the #IAF strike on #Balakot?

Is the #Pakistan establishment working towards the 'Soft Landing...",0.1,0.35,2019-03-02 15:27:05,19
RT @guest31012198: #MasoodAzharDEAD can GOI @narendramodi @Swamy39 please confirm?. Our media houses doesn't do any investigation anymore @...,0.0,0.0,2019-03-02 15:25:59,2
RT @guest31012198: Can crow eater @HamidMirPAK or isis poop swimmer @BDUTT @MoeedNj confirm or take interview of #MasoodAzharDEAD ? @Klasra...,0.0,0.0,2019-03-02 15:25:45,14
"RT @league_of_india: Did Masood Azhar die in the #IAF strike on #Balakot?

Is the #Pakistan establishment working towards the 'Soft Landing...",0.1,0.35,2019-03-02 15:25:30,19
"RT @babajibaala: @RavinarIN 

Maulana Masood Azhar, was an ""easy man"" to handle in custody and he got shaken up on the first ""slap"" .........",0.3416666666666667,0.5833333333333334,2019-03-02 15:21:44,3
RT @TheAmitNijhawan: It appears Masood Azhar is killed in Indian Strike (probably a covert operation or he was at Balakot during Air Strike...,-0.2,0.0,2019-03-02 15:21:29,51
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 15:21:25,91
RT @desibeats39: @DrGPradhan Sir looks like Masood Azhar jannat pahoch gaya. Hence Pakis are giving sudden excuse of renal failure blah bla...,-0.12222222222222223,0.2833333333333334,2019-03-02 15:21:19,7
RT @Egodoc2: Masood Azhar reportedly dead in #Surgicalstrike2 #MasoodAzharDEAD,-0.2,0.4,2019-03-02 15:21:04,6
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 15:20:52,91
"RT @babajibaala: Did the #PAKIS kill him ???

#MasoodAzharDEAD",0.0,0.0,2019-03-02 15:20:44,1
"RT @babajibaala: Did Extreme fear or did the PAKIs killed him ??

#MasoodAzharDEAD",-0.1625,0.5,2019-03-02 15:20:34,1
RT @babajibaala: @kmvatreni1 Possibly #MasoodAzharDEAD,0.0,1.0,2019-03-02 15:20:26,1
RT @babajibaala: @kmvatreni1 So many could be thinking similarly .... Possibility of some truth in #MasoodAzharDEAD is very high now.,0.236,0.5339999999999999,2019-03-02 15:20:23,1
"RT @ramgopaldass_77: @RavinarIN Haha...Hope the ""mooh-bola"" son of #MasoodAzharDEAD&gt; @ArvindKejriwal resigns his Delhi CM post &amp; accepts po...",0.0,0.0,2019-03-02 15:20:14,4
"RT @babajibaala: @RavinarIN 

Indian Muslims thinking #MuslimPress

(1) there is one Muslim nation, one Muslim language, and one Muslim cul...",0.0,0.0,2019-03-02 15:19:36,2
RT @shanaishara: @ragarwal @nailainayat Sir it is not tongue slip. #MasoodAzharDEAD he is trying to hide that.,0.0,0.0,2019-03-02 15:18:45,2
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 15:18:31,91
RT @burkhabutt: @amtgpt2008 @RavinarIN @ImranKhanPTI @IAF_MCC @PMOIndia @TimesNow @republic @ippatel My sources with @MamataOfficial @Arvin...,0.0,0.0,2019-03-02 15:18:31,12
Masood Azhar reportedly dead in #Surgicalstrike2 #MasoodAzharDEAD,-0.2,0.4,2019-03-02 15:18:11,6
"RT @DARD_E_CONDOM: #WelcomeBackAbhinandan  God bless!! 
[?]
But I doubt abt ""Peace"" untill we avenge for Ur Martyrs.. we need #Masoodazhar...",0.0,0.0,2019-03-02 15:18:06,6
"RT @cgmagia: source chor ,haha it was @RavinarIN  who said this #MasoodAzharDEAD https://t.co/HhmTton2xn",0.2,0.3,2019-03-02 15:17:49,5
It appears Masood Azhar is killed in Indian Strike (probably a covert operation or he was at Balakot during Air Str... https://t.co/Mo4rEt9cXj,-0.2,0.0,2019-03-02 15:17:35,51
RT @desibeats39: @DrGPradhan Sir looks like Masood Azhar jannat pahoch gaya. Hence Pakis are giving sudden excuse of renal failure blah bla...,-0.12222222222222223,0.2833333333333334,2019-03-02 15:17:29,7
RT @Amit_IND_85: Is #MasoodAzharDead maybe Chor Kejri can takeover and name it #JaishEKejriwal,0.0,0.0,2019-03-02 15:17:20,2
RT @sreenathcd: @RavinarIN #JaishEKejriwal son of #MasoodAzharDEAD . This is too good.,0.7,0.6000000000000001,2019-03-02 15:17:00,9
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 15:16:43,91
"RT @league_of_india: Did Masood Azhar die in the #IAF strike on #Balakot?

Is the #Pakistan establishment working towards the 'Soft Landing...",0.1,0.35,2019-03-02 15:16:39,19
RT @amtgpt2008: @RavinarIN @ImranKhanPTI @IAF_MCC @PMOIndia @TimesNow @republic The complete silence of #MasoodAzhar after #IndianAirForce...,0.1,0.4,2019-03-02 15:16:26,30
RT @Egodoc2: @squintneon Mr.squinty I think there is a need to trend this!!! #MasoodAzharDEAD,0.0,0.0,2019-03-02 15:15:55,5
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 15:15:21,91
@ragarwal @nailainayat Sir it is not tongue slip. #MasoodAzharDEAD he is trying to hide that.,0.0,0.0,2019-03-02 15:14:28,2
@squintneon Mr.squinty I think there is a need to trend this!!! #MasoodAzharDEAD,0.0,0.0,2019-03-02 15:14:10,5
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 15:11:19,91
RT @amtgpt2008: @RavinarIN @ImranKhanPTI @IAF_MCC @PMOIndia @TimesNow @republic The complete silence of #MasoodAzhar after #IndianAirForce...,0.1,0.4,2019-03-02 15:08:10,30
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 15:07:03,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 15:04:05,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 15:01:13,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:49:45,91
"RT @league_of_india: Did Masood Azhar die in the #IAF strike on #Balakot?

Is the #Pakistan establishment working towards the 'Soft Landing...",0.1,0.35,2019-03-02 14:46:44,19
RT @sreenathcd: @RavinarIN #JaishEKejriwal son of #MasoodAzharDEAD . This is too good.,0.7,0.6000000000000001,2019-03-02 14:45:08,9
Is #MasoodAzharDead maybe Chor Kejri can takeover and name it #JaishEKejriwal,0.0,0.0,2019-03-02 14:44:57,2
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:43:32,91
"@RavinarIN 

Indian Muslims thinking #MuslimPress

(1) there is one Muslim nation, one Muslim language, and one Mus... https://t.co/hYmz19h7zR",0.0,0.0,2019-03-02 14:43:14,2
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:42:54,91
"RT @ramgopaldass_77: @RavinarIN Haha...Hope the ""mooh-bola"" son of #MasoodAzharDEAD&gt; @ArvindKejriwal resigns his Delhi CM post &amp; accepts po...",0.0,0.0,2019-03-02 14:42:50,4
"RT @ramgopaldass_77: @RavinarIN Haha...Hope the ""mooh-bola"" son of #MasoodAzharDEAD&gt; @ArvindKejriwal resigns his Delhi CM post &amp; accepts po...",0.0,0.0,2019-03-02 14:41:52,4
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:41:33,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:41:02,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:39:02,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:38:52,91
RT @sreenathcd: @RavinarIN #JaishEKejriwal son of #MasoodAzharDEAD . This is too good.,0.7,0.6000000000000001,2019-03-02 14:37:53,9
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:37:21,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:36:43,91
"@RavinarIN Haha...Hope the ""mooh-bola"" son of #MasoodAzharDEAD&gt; @ArvindKejriwal resigns his Delhi CM post &amp; accepts... https://t.co/61ATaaQKJd",0.0,0.0,2019-03-02 14:35:43,4
RT @guest31012198: Can crow eater @HamidMirPAK or isis poop swimmer @BDUTT @MoeedNj confirm or take interview of #MasoodAzharDEAD ? @Klasra...,0.0,0.0,2019-03-02 14:34:52,14
RT @amtgpt2008: @RavinarIN @ImranKhanPTI @IAF_MCC @PMOIndia @TimesNow @republic The complete silence of #MasoodAzhar after #IndianAirForce...,0.1,0.4,2019-03-02 14:33:41,30
RT @guest31012198: Can crow eater @HamidMirPAK or isis poop swimmer @BDUTT @MoeedNj confirm or take interview of #MasoodAzharDEAD ? @Klasra...,0.0,0.0,2019-03-02 14:33:24,14
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:33:10,91
RT @sreenathcd: @RavinarIN #JaishEKejriwal son of #MasoodAzharDEAD . This is too good.,0.7,0.6000000000000001,2019-03-02 14:33:02,9
RT @guest31012198: Can crow eater @HamidMirPAK or isis poop swimmer @BDUTT @MoeedNj confirm or take interview of #MasoodAzharDEAD ? @Klasra...,0.0,0.0,2019-03-02 14:32:44,14
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:31:54,91
@kmvatreni1 So many could be thinking similarly .... Possibility of some truth in #MasoodAzharDEAD is very high now.,0.236,0.5339999999999999,2019-03-02 14:31:35,1
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:30:33,91
RT @amtgpt2008: @RavinarIN @ImranKhanPTI @IAF_MCC @PMOIndia @TimesNow @republic The complete silence of #MasoodAzhar after #IndianAirForce...,0.1,0.4,2019-03-02 14:29:33,30
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:29:23,91
@kmvatreni1 Possibly #MasoodAzharDEAD,0.0,1.0,2019-03-02 14:27:33,1
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:25:22,91
@amtgpt2008 @RavinarIN @ImranKhanPTI @IAF_MCC @PMOIndia @TimesNow @republic @ippatel My sources with... https://t.co/msmPRqolCs,0.0,0.0,2019-03-02 14:25:18,12
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:25:14,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:24:57,91
RT @amtgpt2008: @RavinarIN @ImranKhanPTI @IAF_MCC @PMOIndia @TimesNow @republic The complete silence of #MasoodAzhar after #IndianAirForce...,0.1,0.4,2019-03-02 14:24:39,30
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:24:38,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:23:44,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:23:23,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:22:07,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:21:27,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:21:13,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:20:45,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:20:15,91
RT @amtgpt2008: @RavinarIN @ImranKhanPTI @IAF_MCC @PMOIndia @TimesNow @republic The complete silence of #MasoodAzhar after #IndianAirForce...,0.1,0.4,2019-03-02 14:19:22,30
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:18:39,91
RT @sreenathcd: @RavinarIN #JaishEKejriwal son of #MasoodAzharDEAD . This is too good.,0.7,0.6000000000000001,2019-03-02 14:18:24,9
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:18:04,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:17:46,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:17:43,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:17:38,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:17:25,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:17:03,91
"Did Extreme fear or did the PAKIs killed him ??

#MasoodAzharDEAD",-0.1625,0.5,2019-03-02 14:15:42,1
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:15:38,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:15:28,91
@DrGPradhan Sir looks like Masood Azhar jannat pahoch gaya. Hence Pakis are giving sudden excuse of renal failure blah blah #masoodazhardead,-0.12222222222222223,0.2833333333333334,2019-03-02 14:15:00,7
RT @sreenathcd: @RavinarIN #JaishEKejriwal son of #MasoodAzharDEAD . This is too good.,0.7,0.6000000000000001,2019-03-02 14:14:33,9
"RT @DARD_E_CONDOM: #WelcomeBackAbhinandan  God bless!! 
[?]
But I doubt abt ""Peace"" untill we avenge for Ur Martyrs.. we need #Masoodazhar...",0.0,0.0,2019-03-02 14:14:26,6
"Did the #PAKIS kill him ???

#MasoodAzharDEAD",0.0,0.0,2019-03-02 14:13:33,1
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:12:38,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:12:34,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:12:18,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:12:13,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:12:10,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:12:10,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:12:00,91
@RavinarIN #JaishEKejriwal son of #MasoodAzharDEAD . This is too good.,0.7,0.6000000000000001,2019-03-02 14:11:11,9
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:10:54,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:10:46,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:09:55,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:09:41,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:09:22,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:08:26,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:08:11,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:08:05,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:08:03,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:07:43,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:07:42,91
"RT @RavinarIN: #JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so much propag...",0.24857142857142858,0.3319047619047619,2019-03-02 14:07:36,91
"#JaishEKejriwal is right.... Hes very much like a ""mooh-bola"" son of #MasoodAzharDEAD considering he provides so mu... https://t.co/O2T2ddhvW0",0.27285714285714285,0.39785714285714285,2019-03-02 14:06:51,91
"@RavinarIN 

Maulana Masood Azhar, was an ""easy man"" to handle in custody and he got shaken up on the first ""slap""... https://t.co/BC8mtk7ppj",0.3416666666666667,0.5833333333333334,2019-03-02 14:06:21,3
RT @amtgpt2008: @RavinarIN @ImranKhanPTI @IAF_MCC @PMOIndia @TimesNow @republic The complete silence of #MasoodAzhar after #IndianAirForce...,0.1,0.4,2019-03-02 14:06:09,30
"source chor ,haha it was @RavinarIN  who said this #MasoodAzharDEAD https://t.co/HhmTton2xn",0.2,0.3,2019-03-02 14:04:39,5
RT @guest31012198: Can crow eater @HamidMirPAK or isis poop swimmer @BDUTT @MoeedNj confirm or take interview of #MasoodAzharDEAD ? @Klasra...,0.0,0.0,2019-03-02 14:00:43,14
